1675,0.08,0.90,9.65
1691,0.08,0.94,9.61
1707,0.08,0.94,9.61
1723,0.08,0.94,9.61
1739,0.08,0.94,9.69
1756,0.12,0.86,9.61
1772,0.12,0.94,9.69
1788,0.08,0.90,9.61
1804,0.08,0.82,9.61
1820,0.12,0.90,9.69
1836,0.12,0.86,9.69
1853,0.12,0.90,9.65
1869,0.08,0.94,9.69
1885,0.08,0.98,9.61
1901,0.08,0.90,9.69
1917,0.08,0.90,9.65
1934,0.12,0.90,9.69
1950,0.12,0.90,9.65
1969,0.08,0.94,9.61
1985,0.08,0.86,9.69
2001,0.12,0.86,9.65
2018,0.12,0.86,9.65
2034,0.08,0.90,9.65
2051,0.08,0.90,9.61
2067,0.08,0.86,9.53
2083,0.12,0.94,9.61
2100,0.12,0.98,9.65
2116,0.12,0.94,9.65
2132,0.12,0.90,9.65
2149,0.12,0.90,9.61
2165,0.08,0.94,9.73
2181,0.08,0.86,9.61
2198,0.08,0.90,9.65
2214,0.12,0.90,9.61
2230,0.08,0.90,9.65
2247,0.08,0.90,9.57
2263,0.04,1.02,9.61
2279,0.12,0.90,9.57
2296,0.12,0.94,9.65
2312,0.08,0.98,9.61
2328,0.12,0.94,9.69
2345,0.08,0.86,9.65
2364,0.12,0.86,9.69
2380,0.12,0.86,9.61
2397,0.12,0.90,9.65
2413,0.12,0.86,9.69
2429,0.12,0.86,9.65
2446,0.12,0.90,9.65
2462,0.12,0.94,9.65
2478,0.12,0.94,9.61
2495,0.12,0.90,9.57
2511,0.12,0.94,9.65
2527,0.08,0.94,9.65
2544,0.08,0.86,9.61
2560,0.08,0.86,9.61
2576,0.12,0.86,9.69
2593,0.12,0.86,9.61
2609,0.12,0.86,9.69
2625,0.08,0.86,9.69
2642,0.04,0.90,9.61
2658,0.12,0.86,9.61
2674,0.04,0.94,9.73
2691,0.08,0.94,9.69
2707,0.08,0.90,9.69
2723,0.08,0.90,9.65
2740,0.12,0.90,9.61
2756,0.08,0.86,9.69
2775,0.08,0.90,9.65
2792,0.12,0.82,9.69
2808,0.12,0.94,9.61
2824,0.04,0.94,9.61
2841,0.08,0.90,9.65
2857,0.12,0.90,9.69
2873,0.12,0.90,9.65
2890,0.12,0.94,9.65
2906,0.12,0.94,9.65
2922,0.16,0.90,9.69
2939,0.08,0.98,9.69
2955,0.16,0.90,9.65
2971,0.08,0.86,9.69
2988,0.12,0.90,9.65
3004,0.08,0.90,9.61
3020,0.08,0.90,9.69
3037,0.08,0.90,9.61
3053,0.08,0.94,9.61
3069,0.12,0.86,9.61
3086,0.12,0.90,9.65
3102,0.12,0.82,9.65
3118,0.12,0.90,9.61
3135,0.12,0.90,9.65
3151,0.08,0.94,9.65
3170,0.12,0.94,9.61
3187,0.12,0.86,9.69
3203,0.08,0.90,9.73
3219,0.12,0.82,9.65
3236,0.12,0.90,9.65
3252,0.08,0.90,9.69
3268,0.12,0.98,9.65
3285,0.20,0.86,9.61
3301,0.12,0.94,9.69
3317,0.08,0.90,9.57
3334,0.08,0.94,9.65
3350,0.12,0.86,9.61
3366,0.08,0.90,9.65
3383,0.12,0.90,9.69
3399,0.08,0.86,9.65
3415,0.08,0.90,9.65
3432,0.08,0.90,9.69
3448,0.12,0.90,9.57
3464,0.08,0.90,9.65
3481,0.12,0.94,9.65
3497,0.08,0.90,9.69
3513,0.16,0.90,9.65
3530,0.16,0.86,9.69
3546,0.12,0.90,9.65
3565,0.08,0.90,9.65
3582,0.08,0.90,9.69
3598,0.12,0.86,9.65
3614,0.08,0.94,9.65
3631,0.12,0.86,9.69
3647,0.12,0.86,9.65
3666,0.08,0.90,9.61
3682,0.12,0.90,9.61
3698,0.08,0.90,9.69
3715,0.12,0.94,9.65
3731,0.12,0.94,9.49
3747,0.12,0.90,9.69
3764,0.12,0.94,9.69
3780,0.12,0.82,9.65
3796,0.08,0.86,9.61
3813,0.08,0.90,9.65
3829,0.12,0.90,9.57
3845,0.08,0.94,9.65
3862,0.12,0.90,9.61
3878,0.08,0.94,9.69
3894,0.12,0.98,9.61
3911,0.08,0.94,9.61
3927,0.12,0.94,9.65
3943,0.12,0.90,9.65
3960,0.08,0.94,9.69
3979,0.08,0.94,9.69
3995,0.16,0.90,9.61
4012,0.12,0.90,9.61
4028,0.08,0.90,9.61
4044,0.12,0.86,9.65
4061,0.12,0.86,9.61
4077,0.12,0.90,9.65
4093,0.08,0.94,9.65
4110,0.08,0.94,9.57
4126,0.12,0.94,9.65
4142,0.12,0.90,9.61
4159,0.08,0.94,9.65
4175,0.12,0.94,9.65
4191,0.08,0.82,9.61
4208,0.04,0.90,9.61
4224,0.12,0.94,9.77
4240,0.08,0.86,9.65
4257,0.08,0.86,9.69
4273,0.12,0.90,9.65
4289,0.12,0.90,9.69
4306,0.12,0.90,9.65
4322,0.12,0.90,9.65
4338,0.16,0.94,9.65
4355,0.08,0.94,9.65
4374,0.08,0.86,9.61
4390,0.08,0.94,9.65
4406,0.12,0.90,9.61
4422,0.12,0.90,9.57
4439,0.16,0.86,9.65
