1239,0.00,-0.63,9.69
1339,-0.04,-0.63,9.69
1439,0.00,-0.59,9.69
1539,0.04,-0.71,9.65
1639,0.00,-0.63,9.65
1739,0.00,-0.67,9.65
1839,-0.04,-0.67,9.61
1939,0.00,-0.63,9.61
2039,0.00,-0.71,9.61
2139,0.04,-0.98,9.69
2239,-0.51,-1.65,9.57
2339,0.31,1.18,9.65
2439,-0.82,0.82,9.85
2539,-0.16,1.49,9.81
2639,-0.04,-6.32,9.10
2739,0.00,-4.59,9.53
2839,-1.22,0.16,9.49
2939,1.14,4.35,10.24
3039,-0.51,-2.16,9.65
3139,-0.35,-4.20,9.34
3239,-1.41,-2.20,9.45
3339,1.57,7.65,10.55
3439,0.16,1.10,10.20
3539,-0.20,-9.49,8.79
3639,-1.29,-1.53,9.57
3739,-0.24,7.18,10.16
3839,-0.35,-3.73,9.34
3939,-0.78,-7.69,9.10
4039,0.55,10.24,10.51
4139,-0.43,1.96,10.08
4239,1.18,-10.98,8.63
4339,0.67,7.45,10.59
4439,-0.55,7.14,9.92
4539,0.39,-12.55,8.87
4639,-0.39,-3.57,9.45
4739,-0.98,9.89,10.20
4839,0.67,-2.39,9.57
4939,0.75,-7.10,9.18
5039,-0.98,0.90,9.77
5139,-0.78,2.28,9.92
5239,-0.47,-1.41,10.75
5339,0.04,-0.63,9.73
5439,-0.16,-0.20,9.69
5539,0.24,4.59,9.89
5639,0.08,-5.65,9.10
5739,0.16,-6.28,8.75
5839,-0.39,3.33,9.61
5939,-1.41,5.10,10.36
6039,0.31,-1.77,9.38
6139,0.82,-7.06,9.02
6239,1.02,3.06,10.51
6339,-2.35,9.18,10.55
6439,0.78,-4.00,9.41
6539,3.77,-13.53,8.43
6639,-1.80,5.02,9.26
6739,-1.02,7.81,10.32
6839,0.71,-5.10,9.26
6939,2.08,-9.02,8.79
7039,-2.31,3.92,10.83
7139,-1.65,4.82,9.81
7239,1.41,-8.98,9.06
7339,0.98,-4.43,9.22
7439,-2.28,8.98,10.36
7539,-0.63,3.22,9.65
7639,1.22,-9.96,8.67
7739,0.98,-5.57,9.69
7839,-3.18,7.26,8.94
7939,-0.98,4.28,10.40
8039,1.53,-6.67,9.14
8139,0.63,-8.47,9.10
8239,-1.65,6.59,9.69
8339,-1.80,1.77,10.00
8439,1.18,-6.75,9.22
8539,1.77,-8.51,9.22
8639,-3.57,10.24,10.59
8739,-0.43,2.94,10.04
8839,1.06,-8.36,9.02
8939,0.86,-5.96,9.41
9039,-2.31,9.41,10.00
9139,0.12,1.06,10.20
9239,1.37,-7.69,8.94
9339,0.31,-4.59,9.18
9439,-1.77,7.96,10.12
9539,0.16,2.00,9.65
9639,0.75,-6.20,9.06
9739,0.04,-6.75,9.22
9839,-1.80,8.43,10.00
9939,0.39,-0.78,9.41
10039,0.31,-2.94,9.34
10139,-0.67,-0.08,9.38
10239,-1.88,10.94,10.47
10339,1.02,-3.22,9.57
10439,0.35,-10.94,8.67
10539,-0.35,2.98,10.71
10639,-1.02,9.38,10.28
10739,1.02,-4.08,9.18
10839,2.20,-6.90,8.98
10939,-0.39,1.57,9.77
11039,-2.04,0.27,9.61
11139,0.27,-0.51,9.65
11239,0.04,-0.63,9.65
11339,0.04,-0.63,9.65
11439,0.04,-0.59,9.65
11539,0.08,-0.63,9.65
11639,0.04,-0.59,9.61
11739,0.04,-0.59,9.61
11839,0.08,-0.63,9.65
11939,-3.65,-0.51,9.49
12039,-0.08,-0.08,9.73
12139,6.71,-0.94,9.69
12239,3.33,-1.02,9.77
12339,-3.49,-0.08,9.41
12439,-11.02,1.77,9.89
12539,1.29,-0.98,9.65
12639,5.53,-0.20,9.81
12739,-1.84,-0.55,9.45
12839,-8.16,-0.78,9.38
12939,-2.86,-0.75,9.61
13039,6.04,-2.24,10.12
13139,10.55,-3.88,9.22
13239,-3.26,0.16,9.85
13339,-12.91,1.69,9.61
